artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist_count
Maisie Peters,rainy day indie,Sad Girl Summer,164800,False,0.547,0.791,0,-3.906,1,0.127,0.558,0.0,0.354,0.595,84.222,4,indie,1
Wasted Glitter,Stuck At The Office,Stuck At The Office,146666,False,0.768,0.181,0,-15.438,1,0.0599,0.583,0.926,0.226,0.542,90.005,4,study,1
Le Youth;Ava Max,Clap Your Hands (feat. Ava Max),Clap Your Hands (feat. Ava Max),201578,False,0.788,0.824,11,-4.85,0,0.0761,0.00507,0.00752,0.183,0.7,111.988,4,progressive-house,2
SarrSew,La Laliki Land,La Laliki Land,246000,False,0.24,0.286,10,-16.977,0,0.0476,0.358,0.0167,0.131,0.0353,140.76,3,iranian,1
Sam & Dave,Thanksgiving Party,I Thank You,172760,False,0.789,0.373,1,-11.937,1,0.0923,0.317,9.67e-05,0.0711,0.711,117.919,4,soul,1
Spiritbox,Rotoscope,Hysteria,224075,False,0.423,0.938,11,-4.471,0,0.0798,1.73e-05,0.0415,0.67,0.202,104.046,4,metalcore,1
Robyn,Body Talk,Dancing On My Own,285853,False,0.674,0.857,6,-5.328,1,0.0346,0.0557,0.196,0.0942,0.278,117.028,4,swedish,1
Ritviz,Mimmi,Aas Paas,98412,False,0.633,0.452,7,-9.119,1,0.0531,0.0162,0.151,0.169,0.402,114.058,4,edm,1
Rebeca Carvalho;Lukas Agustinho,Leão (Ao Vivo),Leão - Ao Vivo,345253,False,0.481,0.679,4,-7.596,0,0.0437,0.612,0.00223,0.0786,0.181,133.93,4,brazil,2
Conro,Level Days,Therapy,186150,False,0.745,0.6,1,-8.863,1,0.118,0.0162,0.00271,0.0628,0.921,99.975,4,electronic,1
Nouvelle Vague;Camille,Nouvelle vague,In a Manner of Speaking,238000,False,0.805,0.337,6,-12.664,1,0.0363,0.755,0.00783,0.11,0.643,119.98,4,electronic,2
Jóhann Jóhannsson;Yuki Numata Resnick;Tarn Travers;Ben Russell;Clarice Jensen,Orphée,Flight from the City,391160,False,0.13,0.086,10,-21.92,1,0.0373,0.932,0.912,0.108,0.0375,90.223,4,ambient,5
Buray,Deli Kız,Deli Kız,195582,False,0.639,0.837,9,-4.632,0,0.0517,0.263,1.82e-06,0.0756,0.717,98.017,4,deep-house,1
Clean Bandit;Sean Paul;Anne-Marie,Cardio Tracks,Rockabye,250456,True,0.724,0.759,9,-3.996,0,0.0544,0.411,0.0,0.437,0.765,101.943,4,funk,3
Cri-Cri,"Las 100 Clásicas de Cri Cri, Vol. 2",Negrito Bailarín - Remasterizado,165813,False,0.784,0.301,2,-12.321,1,0.184,0.47,0.0,0.119,0.532,86.585,4,children,1
Ella Fitzgerald,Santa Claus Is Coming To Town,Rudolph The Red-Nosed Reindeer,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues,1
Bierkapitän;Andy Luxx;Dj Aaron;Scotty,Lea (Scotty Remix),Lea - Scotty Remix,160285,False,0.688,0.963,9,-2.527,1,0.0666,0.00607,0.000145,0.917,0.784,140.03,4,party,4
Pregador Luo,Único - Incomparável (Vol. 2),Eu Desejo,229253,False,0.665,0.717,2,-5.429,1,0.0864,0.581,0.0,0.149,0.691,162.044,4,gospel,1
Charlie Brown Jr.,A Arte De Charlie Brown Jr.,Lugar Ao Sol,214400,False,0.334,0.784,10,-5.809,1,0.0311,0.0197,0.0638,0.375,0.286,141.306,4,hard-rock,1
Our Lady Peace,Naveed,Hope,313973,False,0.553,0.846,6,-8.037,0,0.0379,0.00157,0.0,0.0693,0.347,125.258,4,grunge,1
Ozuna;Feid,Hey Mor,Hey Mor,196600,False,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4,latino,2
2Pac;Roger;Dr. Dre,Greatest Hits,California Love - Original Version,284906,True,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,4,funk,3
Dayseeker,Neon Grave,Neon Grave,239353,False,0.498,0.898,6,-4.135,0,0.0563,0.000216,0.0,0.111,0.268,97.952,4,metalcore,1
ARMNHMR;NURKO;Micah Martin,Won't Make A Sound,Won't Make A Sound,276480,False,0.441,0.728,5,-4.373,1,0.0384,0.259,0.0,0.109,0.191,142.095,4,dub,3
The Dollyrots,Because I'm Awesome,My Best Friend's Hot,190133,False,0.578,0.867,9,-2.671,1,0.0369,0.000673,0.00016,0.128,0.637,143.966,4,power-pop,1
Gravity,Hustle 2.0,Dukandaar,191428,False,0.712,0.764,1,-7.024,1,0.357,0.325,0.0,0.0819,0.577,168.06,4,indian,1
Cem Karaca,Haykırış,Sakın Reddetme,298280,False,0.688,0.261,9,-21.239,0,0.048,0.846,0.0017,0.133,0.605,130.144,4,psych-rock,1
Augustus Pablo,Calling 1000 Dreadlocks,Meditation Rock,153000,False,0.689,0.404,4,-14.652,1,0.123,0.0617,0.668,0.0798,0.782,148.125,4,dub,1
Amy Wadge,Walking Disaster,Thank Heaven I'm Healing,280491,False,0.591,0.385,3,-8.618,1,0.0277,0.354,0.00809,0.112,0.434,111.813,3,british,1
Gerson Rufino,Filho de Leão,Desta Vez Não,216400,False,0.69,0.616,4,-6.687,1,0.047,0.103,0.0,0.0954,0.385,74.992,4,gospel,1
Chuy Lizarraga y Su Banda Tierra Sinaloense,La Parranda De Los Amigos (Vol. 2 / En Vivo),Cinco De Té - En Vivo,220453,False,0.618,0.655,0,-6.926,0,0.0484,0.247,0.0254,0.367,0.793,152.006,4,r-n-b,1
The Sickest Squad;Andy the Core,Fake Drop,Fake Drop,142200,False,0.482,0.834,11,-4.962,0,0.234,0.00282,0.295,0.0712,0.139,200.014,4,industrial,2
Robert Miles,Dreamland,Fable - Dream Radio,433066,False,0.608,0.815,1,-10.215,0,0.027,0.0293,0.92,0.814,0.255,136.074,4,trance,1
Fred Arrais,Live Sessions,Tu És Bom (You Are Good) - Ao Vivo,512000,False,0.286,0.455,8,-7.888,0,0.0335,0.448,3.34e-05,0.13,0.103,137.057,3,gospel,1
Larry Heard,Alien,Micro-Gravity,617800,False,0.703,0.726,7,-10.332,1,0.0464,0.00575,0.877,0.138,0.0751,106.008,4,chicago-house,1
Orquesta Juan D' Arienzo,Orquesta Juan D' arienzo - 9 de Julio,Jueves,188840,False,0.707,0.499,11,-5.449,0,0.0445,0.688,0.922,0.125,0.688,125.963,4,tango,1
Alessia Cara,The Pains Of Growing,Out Of Love,227693,False,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,3,electro,1
Carlos Gardel,Los Exitos De Sus Peliculas,Criollita Deci Que Si,171133,False,0.453,0.285,1,-9.107,0,0.0522,0.982,9.21e-06,0.304,0.507,73.757,3,tango,1
Scooter,The Stadium Techno Experience (20 Years of Hardcore Expanded Editon),Like Hypa Said - Remastered,380098,False,0.455,0.986,4,-7.058,0,0.0779,0.001,0.0735,0.208,0.288,141.977,4,happy,1
twocolors,Night Drive Autumn/Winter 2022/23,Bloodstream,180619,False,0.586,0.715,11,-5.962,0,0.159,0.013,1.15e-06,0.54,0.59,120.971,4,edm,1
Ella Fitzgerald,Christmas Only: The Timeless Classic Collection,Have Yourself a Merry Little Christmas,175280,False,0.595,0.318,7,-7.181,1,0.036,0.951,1.11e-06,0.28,0.536,112.718,4,jazz,1
joan,so good,so good,151436,False,0.779,0.648,7,-6.85,1,0.0881,0.0185,0.0,0.0741,0.72,90.292,4,chill,1
Los Crazy Boys,Rock & Roll,La Novia de Mi Mejor Amigo,145533,False,0.666,0.697,5,-8.182,1,0.0295,0.716,0.0,0.224,0.973,134.488,4,rock-n-roll,1
Michael Jackson,Christmas Classics,Little Christmas Tree,216946,False,0.468,0.457,5,-6.386,1,0.0241,0.698,0.0,0.142,0.372,84.557,4,soul,1
The Offspring,Americana,Why Don't You Get A Job,172466,True,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.3e-06,0.281,0.544,107.932,4,punk-rock,1
Macaroni Empitsu,hope,青春と一瞬 - Strings ver.,322786,False,0.424,0.568,1,-4.307,1,0.0341,0.299,0.0,0.142,0.47,175.825,4,j-rock,1
Allame,AV,Işıklar,265454,True,0.726,0.906,6,-4.236,1,0.0767,0.672,0.0,0.337,0.573,132.067,4,turkish,1
Fábio Jr.,Fabio Jr.,Pareço um Menino,273906,False,0.58,0.33,7,-13.703,1,0.0295,0.596,1.44e-06,0.0849,0.373,136.408,4,mpb,1
Culture Club,Essential,Mistake Number 3,276426,False,0.555,0.474,2,-6.883,1,0.0242,0.6,0.0,0.0784,0.364,82.105,4,synth-pop,1
Ben E. King,Thanksgiving Party,Stand by Me,180055,False,0.65,0.307,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.604,118.087,4,rock-n-roll,1
Keeno,Futurist,The Chase,207085,False,0.55,0.919,5,-5.129,0,0.0448,0.0379,0.582,0.0841,0.339,174.991,4,drum-and-bass,1
Muck Sticky,Welcome Surprise,Gettin' High,166965,True,0.936,0.512,2,-5.232,1,0.0694,0.357,0.0,0.0496,0.969,95.48,4,comedy,1
Hans Zimmer;Lisa Gerrard;Klaus Badelt;Tamara Teirbrood,Hans Zimmer: Epic Scores,"""Gladiator"" - Music From The Motion Picture: Now We Are Free",313080,False,0.208,0.347,9,-16.183,1,0.067,0.658,0.128,0.964,0.0794,121.408,4,german,4
Edson & Hudson,Amor + Boteco,Dez Corações,179705,False,0.629,0.641,9,-6.44,1,0.0324,0.263,0.0,0.769,0.464,99.982,4,pagode,1
Casa De Leones,Casa De Leones,Ponte Ahi,304066,False,0.821,0.864,7,-5.705,1,0.0852,0.613,1.97e-05,0.123,0.776,98.02,4,reggae,1
The Maddox Brothers & Rose,Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe],New Mule Skinner Blues,186920,False,0.413,0.551,8,-10.285,1,0.0698,0.882,0.014,0.13,0.887,188.293,4,honky-tonk,1
The Stranglers,Maintain Your Mojo,Peaches,247080,False,0.569,0.577,10,-9.719,0,0.0699,0.00877,0.00913,0.0758,0.961,71.707,4,punk-rock,1
Rob Zombie,Halloween Spooky Party 2022,Living Dead Girl,201400,False,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,4,metal,1
Ritviz,Mimmi,Mehfooz,142201,False,0.453,0.643,1,-9.842,1,0.0913,0.0855,0.000621,0.0891,0.318,91.992,4,indian,1
Pink Katana;Keule,Briefe von Felix,Heimfahrn,124316,True,0.642,0.673,5,-10.051,1,0.0281,0.0303,0.0,0.186,0.46,139.015,4,german,2
Nevermore,Dead Heart In a Dead World,Believe in Nothing,261986,False,0.437,0.891,8,-4.159,1,0.0326,0.000324,8.46e-05,0.0539,0.444,133.814,4,groove,1
Badshah;Neha Kakkar;Varun Dhawan,"Garmi (From ""Street Dancer 3D"")","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",182738,False,0.788,0.87,9,-5.217,1,0.177,0.123,1.43e-05,0.0692,0.884,109.974,4,hip-hop,3
Sidhu Moose Wala,East Side Flow,East Side Flow,224211,False,0.767,0.867,4,-2.931,0,0.247,0.109,0.0,0.155,0.786,151.965,4,hip-hop,1
Shinedown,20's Rock,Planet Zero,222738,False,0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,4,grunge,1
Luis Enrique,Ciclos,Yo No Sé Mañana,259853,False,0.653,0.827,4,-3.206,0,0.042,0.649,0.0,0.18,0.733,95.223,4,salsa,1
Olaf Henning,Cowboy und Indianer,Cowboy und Indianer - Hit Version,193773,False,0.668,0.928,8,-4.391,1,0.0366,0.0373,0.0,0.218,0.932,135.97,3,party,1
Raghu Dixit,Psycho (Original Motion Picture Soundtrack),Eno Ide,342230,False,0.639,0.373,1,-11.386,1,0.0334,0.847,0.0225,0.0938,0.404,125.96,4,folk,1
Roy Davis Jr.,Soul Electrica,Someday,264493,False,0.839,0.517,6,-13.131,0,0.0556,0.0124,0.0584,0.103,0.795,110.068,4,chicago-house,1
Eddie Santiago,Ya huele a buñuelos,Que Locura Enamorarme De Ti,309813,False,0.761,0.736,1,-8.341,1,0.0445,0.713,0.0,0.0746,0.942,93.436,4,salsa,1
Los Fabulosos Cadillacs,Los Fabulosos Cadillacs - Vol. V,Radio Kriminal - Remasterizado 2008,278720,False,0.791,0.701,2,-7.843,1,0.0678,0.0226,0.278,0.546,0.251,100.635,4,alt-rock,1
Rebeca Carvalho;Gabriela Rocha,Até te Encontrar (Ao Vivo),Até te Encontrar - Ao Vivo,576860,False,0.254,0.619,5,-6.779,1,0.0369,0.526,0.0,0.692,0.311,138.093,4,brazil,2
Bethel Music;Jenn Johnson;Mitch Wong,Simple,The Blood,342259,False,0.478,0.333,7,-11.441,1,0.0328,0.316,0.0,0.0646,0.204,74.935,4,ambient,3
Novo Amor,Welcome to the Jungle,Welcome to the Jungle,196279,False,0.457,0.313,3,-11.215,1,0.0302,0.97,0.378,0.108,0.0657,128.882,4,ambient,1
Soda Stereo,Comfort Y Musica Para Volar,Superstar,248333,False,0.555,0.692,0,-9.717,1,0.0299,1.58e-05,0.506,0.2,0.551,120.104,1,punk,1
Prateek Kuhad,The Way That Lovers Do,Drown,167586,False,0.358,0.58,5,-9.924,1,0.045,0.768,0.0058,0.127,0.352,98.853,4,songwriter,1
KiLLATK,Ultradynamics,Bizarro,344727,False,0.598,0.957,7,-4.875,1,0.0728,0.000261,0.689,0.231,0.199,164.967,4,trance,1
Crispy脆樂團,愛是我們必經的辛苦,愛是我們必經的辛苦,238177,False,0.252,0.368,5,-9.718,1,0.0421,0.342,3.26e-06,0.203,0.4,180.841,3,mandopop,1
Motive,Output Nr.1,Peter Pan,275083,False,0.79,0.655,0,-6.234,0,0.136,0.511,0.0,0.111,0.416,110.018,4,turkish,1
Gorgon City;MNEK,Sirens (Deluxe),Ready For Your Love,198880,False,0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,4,groove,2
AP Dhillon;Gurinder Gill;Gminxr;Shinda Kahlon,HIDDEN GEMS,AGAINST ALL ODDS,170126,False,0.828,0.642,10,-8.459,0,0.306,0.227,7.51e-06,0.275,0.726,158.028,4,hip-hop,4
P.L.F.,Devious Persecution and Wholesale Slaughter,Grinder of Fools,106700,False,0.255,0.996,10,-4.79,1,0.137,1.41e-06,0.851,0.215,0.112,110.064,4,grindcore,1
Sean Paul;Dua Lipa,Отново на училище,No Lie,221176,False,0.742,0.883,7,-2.862,1,0.118,0.0468,0.0,0.206,0.464,102.044,4,dance,2
We Came As Romans,Darkbloom,Promise You,227906,False,0.487,0.559,0,-9.852,1,0.0451,0.108,0.00161,0.0687,0.288,170.055,4,metalcore,1
Mumuzinho,A Voz Do Meu Samba - Ao Vivo,Não Quero Despedida - Ao Vivo,270427,False,0.573,0.833,1,-6.477,0,0.0817,0.724,0.0,0.806,0.927,87.853,4,pagode,1
Sally Yeh,祝福,祝福,240826,False,0.629,0.336,0,-8.417,1,0.0306,0.747,0.0,0.13,0.325,142.143,4,cantopop,1
D.ACE;Demi Portion;Ol Kainry;Tiers;Zoro L'Frérot,Nakama,Le club,210000,False,0.631,0.729,9,-7.718,0,0.295,0.513,3.85e-05,0.0723,0.671,91.433,4,french,5
Fäaschtbänkler,Partyplanet,Traumfrau,176480,False,0.782,0.77,2,-5.779,1,0.0426,0.077,2.24e-05,0.28,0.931,119.979,4,party,1
Alison Krauss & Union Station,Live,"Take Me For Longing - Live From The Louisville Palace, Kentucky / 2002",167453,False,0.543,0.713,7,-9.235,1,0.0389,0.22,0.0115,0.868,0.746,112.205,4,bluegrass,1
Armin van Buuren;Maia Wright,One More Time,One More Time,148095,False,0.579,0.761,0,-5.547,1,0.0509,0.1,0.00176,0.279,0.287,126.165,4,trance,2
Cupid,Flex,Flex,228136,False,0.658,0.674,8,-5.911,1,0.0585,0.0207,0.0,0.0495,0.751,60.514,4,party,1
KAROL G,Perreo Tenebroso Vol. 2,Muñeco De Lego,162066,False,0.784,0.637,0,-7.386,0,0.147,0.283,0.0,0.153,0.544,143.977,4,reggaeton,1
Chuck Berry,Classic Christmas Music 2022,Run Rudolph Run,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,rockabilly,1
Despise You,West Side Horizons,Thirty-One Days of Rain,62306,True,0.331,0.662,3,-4.471,1,0.0353,7.89e-06,0.263,0.086,0.267,88.118,4,grindcore,1
Linkin Park,Minutes to Midnight,Given Up,189293,True,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,4,metal,1
Mariah Angeliq;Casper Magico,Halloween 2022 Perreo Vol. 4,Lo Prohibido,202560,False,0.83,0.679,8,-3.519,0,0.143,0.137,7.78e-05,0.0905,0.213,95.003,4,latino,2
Ed Rush;Optical,Wormhole,Mystery Machine,448293,False,0.81,0.629,4,-7.393,0,0.321,0.177,0.851,0.188,0.0599,170.045,4,drum-and-bass,2
Mia Julia;Lorenz Büffel;Malle Anja,Ernte 2k23,Der Zug hat keine Bremse - Mallorcastyle Edition,207301,False,0.795,0.974,0,-2.418,1,0.0778,0.029,0.0,0.611,0.935,137.957,4,party,3
Carlos Lombardi;Los Românticos De La Noche,Lo Mejor Del Tango,Cuesta Abajo,185000,False,0.345,0.403,4,-12.998,0,0.0294,0.714,0.803,0.146,0.582,175.869,3,tango,2
Tiësto;Charli XCX,Happy Pop Vibes,Hot in It,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,trance,2
CamelPhat;Mathame,Believe,Believe,213753,False,0.584,0.904,10,-7.384,0,0.0371,0.0185,0.491,0.332,0.0539,128.043,4,progressive-house,2
Linkin Park,Hybrid Theory (20th Anniversary Edition),Runaway,183973,False,0.631,0.873,7,-4.748,1,0.0653,0.0141,0.0,0.253,0.467,109.117,4,grunge,1
Sara Bareilles,What's Inside: Songs from Waitress,She Used To Be Mine,250266,False,0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,4,acoustic,1
Red Hot Chili Peppers,By the Way (Deluxe Edition),By the Way,216933,False,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,4,alt-rock,1
Five Pointe O,Untitled,King of the Hill,302666,False,0.218,0.91,5,-4.083,1,0.102,0.000611,6.04e-06,0.0964,0.258,182.998,4,industrial,1
Elis Regina,Chill in Brazil,Beguine dodói,134973,False,0.728,0.333,9,-16.162,1,0.0791,0.69,0.0,0.0653,0.399,111.673,4,brazil,1
Mk Mukesh;Romeo Baskey;Joshi Pareya,Aam Do Kanam Mali Baha,Aam Do Kanam Mali Baha,243343,False,0.614,0.386,2,-10.761,1,0.0396,0.714,8.95e-05,0.33,0.253,145.964,4,samba,3
Swingin' Utters,A Juvenile Product of the Working Class,Windspitting Punk,134800,False,0.284,0.959,1,-6.02,0,0.123,0.00142,0.000146,0.0866,0.665,174.296,4,power-pop,1
Petter;Jubilees,Skeppsholmen,Mamma sa till mig (feat. Jubilees),248373,False,0.508,0.486,7,-9.762,1,0.0453,0.832,3.16e-05,0.121,0.547,95.238,4,swedish,2
Ayben,Başkan,Yol Ver,242124,False,0.765,0.699,3,-5.216,0,0.13,0.448,0.0,0.308,0.553,120.009,3,turkish,1
The Jackson 5,A Very 70s Christmas,Frosty The Snowman,159413,False,0.672,0.615,0,-8.274,1,0.0293,0.471,0.0,0.0911,0.944,119.693,4,soul,1
Ella Fitzgerald,My Funny Valentine: The Rodgers And Hart Songbook,Isn't It Romantic?,180506,False,0.19,0.187,5,-14.734,0,0.0404,0.924,5.08e-06,0.0887,0.25,73.461,4,jazz,1
John Wildcat,Bilburen Gangster,Volvo Är Ingenting O Ha,135426,False,0.451,0.743,9,-6.69,1,0.0489,0.743,0.0,0.0889,0.964,200.25,4,rockabilly,1
Cage The Elephant,Melophobia,Cigarette Daydreams,208760,False,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,blues,1
alva noto;Ryuichi Sakamoto,Insen (Remaster),Logic Moon,410013,False,0.401,0.272,4,-25.576,0,0.0432,0.868,0.958,0.108,0.0385,121.218,4,idm,2
Frank Turner,Tape Deck Heart (Deluxe Edition),We Shall Not Overcome,232815,False,0.654,0.834,9,-4.436,1,0.0425,0.0172,0.000229,0.089,0.904,139.377,4,acoustic,1
Michael Hanley;Disney Peaceful Piano;Disney Peaceful Guitar,Acoustic Disney Music to Relax to,Hakuna Matata,164791,False,0.362,0.326,0,-15.748,1,0.0423,0.739,0.794,0.104,0.191,179.88,4,disney,3
Steely Dan,70s Christmas Party,Reelin' In The Years,275466,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,4,rock,1
Jamie Jones;AMÉMÉ,Pliva,Pliva,244570,False,0.667,0.886,1,-6.999,1,0.0516,0.00306,0.531,0.0523,0.774,123.007,4,techno,2
Dazaranha,Nossa Barulheira,Salão de Festa a Vapor,239040,False,0.877,0.681,9,-4.754,1,0.0346,0.261,3.08e-06,0.312,0.919,112.0,4,brazil,1
Dhanush;Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")","Megham Karukatha (From ""Thiruchitrambalam"")",290400,False,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,k-pop,2
Said The Sky;NÉONHÈART,Wide-Eyed,Erase Me,210660,False,0.528,0.61,5,-6.564,1,0.0287,0.374,7.32e-05,0.211,0.304,130.108,4,dubstep,2
J.J. Cale,Troubadour,Cocaine,169133,False,0.789,0.411,6,-14.73,1,0.049,0.409,0.583,0.144,0.39,104.352,4,blues,1
Pete Bernhard,Harmony Ascension Division,Long Night,184973,False,0.805,0.273,4,-15.269,1,0.0629,0.864,0.000226,0.108,0.265,115.048,4,honky-tonk,1
GAYLE,US Pop 20s,abcdefu,168601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative,1
Isak Danielson,Yours,Always,213451,False,0.691,0.452,11,-8.026,1,0.0472,0.356,0.0,0.308,0.55,112.966,4,swedish,1
Surgeon,Basictonalvocabulary,9 Hours into the Future,269866,False,0.527,0.937,6,-12.905,1,0.126,0.0635,0.888,0.1,0.897,171.961,5,detroit-techno,1
J Balvin,Homecoming Latin Party,Ginza,171093,False,0.749,0.815,5,-6.381,0,0.083,0.228,0.00117,0.0838,0.866,102.218,4,latino,1
Snavs;Willone,Riotville ADE Compilation 2022,Apart,176874,False,0.394,0.889,6,-6.21,0,0.14,0.00553,0.21,0.188,0.1,155.103,4,electronic,2
Hank Williams;Drifting Cowboys,I Saw The Light (Expanded Undubbed Edition),I'm Gonna Sing,111093,False,0.617,0.2,2,-11.888,1,0.0349,0.921,0.0,0.116,0.343,59.328,4,honky-tonk,2
Guru Randhawa;Neha Kakkar;Tanishk Bagchi;Panjabi MC,"Morni Banke (From ""Badhaai Ho"")","Morni Banke (From ""Badhaai Ho"")",198025,False,0.816,0.922,11,-2.963,0,0.149,0.178,0.0,0.373,0.887,95.006,4,hip-hop,4
Virtual Riot,Simulation,REDLINE,174857,False,0.684,0.993,10,-1.866,0,0.0977,0.00281,0.332,0.38,0.534,140.025,4,dub,1
Ihsahn,Arktis.,Celestial Violence,324640,False,0.435,0.498,10,-8.681,1,0.0356,0.00212,0.00748,0.0827,0.0563,138.075,4,black-metal,1
Feid,Verano en Junio,Belixe,155533,False,0.876,0.673,8,-7.15,1,0.139,0.0524,0.00571,0.0813,0.462,113.995,4,pop,1
Enjambre,El Segundo Es Felino,Impacto,238160,False,0.727,0.706,4,-6.235,1,0.0247,0.067,0.000176,0.133,0.772,108.499,4,alt-rock,1
The Rolling Stones,Some Girls,Miss You - Remastered,288666,False,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,4,british,1
Duran Duran,Rio (Collector's Edition),Save a Prayer - 2009 Remaster,333306,False,0.572,0.706,9,-8.707,0,0.0283,0.35,0.0,0.159,0.671,113.595,4,synth-pop,1
Huichol Musical,Orgullo Mexicano,Cumbia Napapauny,198346,False,0.73,0.652,0,-6.862,1,0.0333,0.243,0.0179,0.0691,0.971,159.948,4,latino,1
Los Fabulosos Cadillacs,La Salvación de Solo y Juan (Primer Acto),"Averno, el Fantasma",264826,False,0.554,0.92,4,-5.278,0,0.0391,0.0453,0.0213,0.212,0.893,154.922,4,ska,1
BiSH,サンボマスター究極トリビュート ラブ フロム ナカマ,できっこないを やらなくちゃ,201866,False,0.282,0.934,11,-3.745,1,0.0887,8.44e-05,0.00309,0.168,0.389,176.01,4,j-idol,1
Max Weidner,Pack ma's,Schlagerbua,197173,False,0.627,0.921,0,-4.806,1,0.146,0.0236,0.0,0.351,0.647,137.989,4,party,1
Chino & Nacho;Baroni,Perreo Tenebroso Vol. 4,You Make Me Feel (Higha),315520,False,0.829,0.726,10,-7.476,0,0.102,0.00686,0.00509,0.0443,0.517,104.985,4,latin,2
Rxseboy;Julia Alexa;Zaini,i don't wanna be me anymore (feat. Julia Alexa & Zaini),i don't wanna be me anymore (feat. Julia Alexa & Zaini),163658,False,0.718,0.4,1,-10.982,1,0.265,0.796,0.0,0.177,0.398,71.534,4,sad,3
Carl Smith,The Essential Carl Smith,Let Old Mother Nature Have Her Way,169880,False,0.631,0.353,4,-12.198,1,0.0308,0.854,0.0,0.139,0.785,144.596,4,honky-tonk,1
Feid;Nacho,Para entrar en calor,911,221760,False,0.798,0.857,6,-3.748,1,0.105,0.0519,4.99e-05,0.142,0.581,102.998,4,reggae,2
Ed Solo;Isaac Maya;Ranking Joe;Nick The Lot,Love Jah (Nick The Lot Remix),Love Jah - Nick The Lot Remix - Edit,248275,False,0.785,0.939,7,-0.849,1,0.0489,0.00353,0.251,0.505,0.291,86.999,4,breakbeat,4
Avicii,Autopilot,The Nights,178057,False,0.528,0.823,6,-5.294,1,0.0407,0.0202,0.0,0.217,0.686,125.992,4,edm,1
Ello,Taub Mumu,Gak Kayak Mantanmu,238426,False,0.579,0.608,7,-5.628,1,0.0265,0.347,0.00224,0.11,0.398,95.979,4,jazz,1
Bonde do Forró,"É Amor Demais, Vol. 3",Dois Corações e uma História,205714,False,0.561,0.892,10,-4.615,1,0.053,0.528,0.0,0.553,0.867,182.186,4,forro,1
Nathan Dawe;Ella Henderson,House Anthems,21 Reasons,155253,False,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house,2
Lee So Ra;SUGA,Song Request 신청곡 (feat. SUGA of BTS),Song Request 신청곡 (feat. SUGA of BTS),281066,False,0.481,0.59,2,-7.145,1,0.0903,0.707,0.00037,0.141,0.454,175.788,4,singer-songwriter,2
Salim–Sulaiman;Benny Dayal;Amitabh Bhattacharya,Ladies Vs Ricky Bahl,Aadat Se Majboor,277760,False,0.836,0.629,9,-7.812,0,0.0788,0.359,3.01e-05,0.101,0.801,115.048,4,folk,3
Jeanne Added,Air,Insecurity,121773,False,0.641,0.159,2,-10.757,0,0.0336,0.83,7.33e-05,0.0802,0.25,119.759,4,synth-pop,1
Black Sabbath,Paranoid,War Pigs (2009 - Remaster),475000,False,0.369,0.679,6,-9.729,0,0.0742,0.128,0.0125,0.197,0.508,91.883,4,hard-rock,1
Piano Project,Piano Renditions of BTS,Still With You,244072,False,0.463,0.232,1,-21.371,0,0.0462,0.991,0.952,0.112,0.561,172.059,4,piano,1
Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,Weihnachten Klassik 2022,"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",164000,False,0.375,0.145,2,-18.732,1,0.0361,0.963,0.889,0.128,0.329,77.903,4,classical,3
